text	sentiment	processed_text
Topics left out of #GOPDebate: 3.) Despite its centrality to so many important issues, economic inequality was not mentioned once. #GOPTBT	Negative	topics left out of gopdebate despite its centrality to so many important issues economic inequality was not mentioned once goptbt
niggas boutta be DROPPIN like flies down georgetown tomorrow \u002c you wont catchh me there !	Negative	niggas boutta be droppin like flies down georgetown tomorrow you wont catchh me there
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates	Negative	jeb bush reminds me of elevator music you hear it but you do not listen 🇺 🇸 gopdebate gopdebates
RT @MikeFromTN: @ChuckNellis @PhillipNLegg @JebBush  If @realDonaldTrump is a Conservative then I'm the Pope! And. I. Am. Not. #tcot #GOPDe…	Negative	if is a conservative then instant message the pope and i am  tcot gopde …
RT @ShiCooks: The most offensive, confusing, hilarious, &amp; wild moments #GOPDebate http://t.co/kJMyy04bnH http://t.co/a4ZOV5eKOt h/t @Vanity…	Negative	the most offensive confusing hilarious wild moments gopdebate ht …
#GOPDebate Americans are FED UP with the LIES! No more lies that only benefit politicians! #NoMoreLies http://t.co/m3ssK2LYXM	Negative	gopdebate americans are fed up with the lies  less lies that only benefit politicians nomorelies
No chill on the internet. Not one day! #GOPDebate http://t.co/KfC4G4E3QG	Negative	no chill on the internet not one day gopdebate
why did i just hear some car driving slowly down 24th street blarring.............. Elvis Presley?	Negative	why did i just hear some car driving slowly down street blarring elvis presley
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates	Negative	we the american people pick the next president of united states  fox news 🇺 🇸 gopdebate gopdebates
Didn't like #ScottWalker before the debates, like him even less now. #GOPDebate	Negative	did  unlike scottwalker before the debates like him even less now gopdebate
If you don't already think @realDonaldTrump is a narcissist look at his twitter feed - Apparently he thinks the #GOPDebate went well for him	Negative	if you do not already think is a narcissist look at his twitter feed apparently he thinks the gopdebate went well for him
"RT @MattyIceAZ: US Economy added 215,000 jobs in July. This must be the result of ""job-killing Obamacare"" Republicans talked about last nig…"	Negative	us economy added jobs in july this must be the result of jobkilling obamacare republicans talked about last nig …
".@dthomicide
Cancel primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe http://t.co/bgzYsySfSU"	Negative	cancel primaries fox party set up anointed their man jeb bush gopdebates canttrustabush morningjoe
Seriously, #Trump is dangerous for the whole world. #GOPDebate	Negative	seriously trump is dangerous for the whole world gopdebate
RT @fieldnegro: No Jeb, u can't blame this one on Barack. The blood is on your brother's hands. #GOPDebate	Negative	no jeb u can not blame this one on barack the blood is on your brother is hands gopdebate
RT @shea_man: This isn't the republican primary, it's So You Think You Can Govern.  A new reality show. #DebateWithBernie #GOPDebate #GOPDe…	Negative	this is not the republican primary it is so you think you can govern a new reality show debatewithbernie gopdebate gopde …
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates	Negative	fox is cherry picking the candidates jeb gets the softball questions 🇺 🇸 gopdebates gopdebates
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"	Negative	it is very disappointing that fox news is not conducting a fair balanced debate 🇺 🇸 gopdebate gopdebates
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates	Negative	fox is cherry picking the candidates jeb gets the softball questions 🇺 🇸 gopdebates gopdebates
#GOPDebate #TrumpsHair + #cats Enough said. http://t.co/zh6koToIiF	Negative	gopdebate trumpshair cats enough said
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…	Negative	the candidates do not have to attack fox is doing it for them by stoping him from speaking 🇺 🇸 gopdebate …
RE: @leighacton What the heck was obama doing for the 1st 2 years when Democrats controlled everything?!!! http://disq.us/2lpzqm	Negative	re what the heck was obama doing for the years when democrats controlled everything
RT @SupermanHotMale: Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates	Negative	total theatre on fox news tonight no basis in fact at all it is all garbage gopdebates
RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates	Negative	i need to order another green apple martini to process what the hell just happened 🇺 🇸 gopdebate gopdebates
RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates	Negative	so posed for adult picturesshould we bring that up gopdebate gopdebates
#DeathByDemocrat   Anything goes. No morals. No values. No respect for others. Jerked up by the ears. #GOPDebate	Negative	deathbydemocrat anything goes no morals no values no respect for others jerked up by the ears gopdebate
May Allah make David Cameron The taghoot disabled and give him cancer in his brain. Ameen.	Negative	may allah make david cameron the taghoot disabled and give him cancer in his brain ameen
If you ignore the #propaganda you would know that 6million more people are in #poverty under #Obama #GOPDebate #tcot https://t.co/TEVcpjqeIA	Negative	if you ignore the propaganda you would know that million more people are in poverty under obama gopdebate tcot
#NEW #SHIT 10 Things to Know for Friday: The U.S. Postal Service\u002c on the brink of default on a second... http://t.co/W3V3Pi2t #NEW #SWAG	Negative	new shit things to know for friday the us postal service on the brink of default on a second new swag
"RT @barbicue: Last night was a bad TV game show. FOX should be embarrassed. Like ""Wipeout"" without rubber mallets and water hazards. @tonyk…"	Negative	last night was a bad tv game show fox should be embarrassed like wipeout without rubber mallets and water hazards …
RT @SmillingHK: @FoxNews Megyn Kelly's #GOPDebate performance was every bit as biased and obnoxious as that of Candy Crowley's 2012 @CNN pe…	Negative	megyn kelly is gopdebate performance was every bit as biased and obnoxious as that of candy crowley is pe …
RT @SupermanHotMale: These fox news debates are no more than comedy at the laugh store... it's all for fun. #GopDebates	Negative	these fox news debates are  less than comedy at the laugh store it is all for fun gopdebates
Recap of the #GOPdebate: these #TenMen want to make choices for all women. #GOPtbt http://t.co/YUikaXrvtV	Negative	recap of the gopdebate these tenmen want to make choices for all women goptbt
Kasich needs more time in the #GOPDebates, honestly.  https://t.co/MygdUrM2KW	Negative	kasich needs more time in the gopdebates honestly
@megynkelly Stop whining about Trumps comment to you... You obviously set out to attack him &amp; got a little back. Deal with it! #GOPDebates	Negative	stop whining about trumps comment to you you obviously set out to attack him got a little back deal with it gopdebates
"Yikes. @RandPaul, ""YOU GAVE OBAMA A BIG HUG!"" @ChrisChristie, ""I HUGGED 9/11 SURVIVORS!!!"" #GOPDebate #Dialogue"	Negative	yikes you gave obama a big hug i hugged survivors gopdebate dialogue
A takeaway from last night's #GOPDebate: Sen. #RandPaul doesn't belong in the heavyweight division #NotReadyForPrimeTime	Negative	a takeaway from last night is gopdebate sen randpaul does not belong in the heavyweight division notreadyforprimetime
RT @SouthernHomo: Olivia Pope would not vote for any of these guys #GOPDebate	Negative	olivia pope would not vote for any of these guys gopdebate
"If you're bored, Ask Siri, ""Hillary sucks big green donkey dicks"" prepare to laugh like you were in 8th grade!!"	Negative	if youre bored ask siri hillary sucks big green donkey dicks prepare to laugh like you were in grade
😂😂😂😂👍🏻 I tune that poser out! #GOPDebates #CruzhatesGayPeople  https://t.co/XaWah7FbT8	Negative	😂 😂 👍 🏻 i tune that poser out gopdebates cruzhatesgaypeople
My Mom used to tell me I was getting too big for my britches. I think this happened to a few of the moderators last night. #GOPDebate	Negative	my mom used to tell me i was getting too big for my britches i think this happened to a few of the moderators last night gopdebate
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates	Negative	jeb bush reminds me of elevator music you hear it but you do not listen 🇺 🇸 gopdebate gopdebates
What a circus that was! #GOPDebate  https://t.co/Ua4eh0STfT	Negative	what a circus that was gopdebate
RT @ChrisJZullo: Please note, this is not a lie. World only has 53.3 years of oil reserves left. Hello, anyone listening? #GOPDebate #unite…	Negative	please note this is not a lie world only has years of oil reserves left hello anyone listening gopdebate unite …
RT @OniLordAsmodeus: @GiuseppeIV ...and to his campaign announcements.  #GOPDebate	Negative	and to his campaign announcements gopdebate
Watching #GOPDebate for the first time. LMFAO	Negative	watching gopdebate for the first time laughing my freaking ass off
I'd say I want to be like Kurt Cobain but I can't bear the thought of living till I'm 27. Blow my head off with a shotgun tomorrow.	Negative	id say i want to be like kurt cobain but i can not bear the thought of living till instant message blow my head off with a shotgun tomorrow
RT @TylerGroenendal: Donald Trump is like your dirty old alcholic uncle who somehow got elected mayor. #GOPDebate	Negative	donald trump is like your dirty old alcholic uncle who somehow got elected mayor gopdebate
RT @RWSurferGirl: A big problem facing Democrats will be how to get Hillary sober long enough for her to debate? #toot #GOPDebates	Negative	a big problem facing democrats will be how to get hillary sober long enough for her to debate toot gopdebates
